daily-english-0586	eng	I am cleaning the kitchen right now.
daily-english-0587	eng	You are cleaning the kitchen at the moment.
daily-english-0588	eng	We are cleaning the kitchen today.
daily-english-0589	eng	They are cleaning the kitchen this week.
daily-english-0590	eng	She is cleaning the kitchen now.
daily-english-0591	eng	I am learning new expressions right now.
daily-english-0592	eng	You are learning new expressions at the moment.
daily-english-0593	eng	We are learning new expressions today.
daily-english-0594	eng	They are learning new expressions this week.
daily-english-0595	eng	She is learning new expressions now.
daily-english-0596	eng	I am answering practice questions right now.
daily-english-0597	eng	You are answering practice questions at the moment.
daily-english-0598	eng	We are answering practice questions today.
daily-english-0599	eng	They are answering practice questions this week.
daily-english-0600	eng	She is answering practice questions now.
daily-english-0601	eng	I am checking the lesson notes right now.
daily-english-0602	eng	You are checking the lesson notes at the moment.
daily-english-0603	eng	We are checking the lesson notes today.
daily-english-0604	eng	They are checking the lesson notes this week.
daily-english-0605	eng	She is checking the lesson notes now.
daily-english-0606	eng	I am planning tomorrow's schedule right now.
daily-english-0607	eng	You are planning tomorrow's schedule at the moment.
daily-english-0608	eng	We are planning tomorrow's schedule today.
daily-english-0609	eng	They are planning tomorrow's schedule this week.
daily-english-0610	eng	She is planning tomorrow's schedule now.
daily-english-0611	eng	I am using an online dictionary right now.
daily-english-0612	eng	You are using an online dictionary at the moment.
daily-english-0613	eng	We are using an online dictionary today.
daily-english-0614	eng	They are using an online dictionary this week.
daily-english-0615	eng	She is using an online dictionary now.
daily-english-0616	eng	I am repeating the example sentence right now.
daily-english-0617	eng	You are repeating the example sentence at the moment.
daily-english-0618	eng	We are repeating the example sentence today.
daily-english-0619	eng	They are repeating the example sentence this week.
daily-english-0620	eng	She is repeating the example sentence now.
daily-english-0621	eng	I am not working on an English exercise right now.
daily-english-0622	eng	You are not working on an English exercise at the moment.
daily-english-0623	eng	We are not working on an English exercise today.
daily-english-0624	eng	They are not working on an English exercise this week.
daily-english-0625	eng	She is not working on an English exercise now.
daily-english-0626	eng	I am not studying a new grammar rule right now.
daily-english-0627	eng	You are not studying a new grammar rule at the moment.
daily-english-0628	eng	We are not studying a new grammar rule today.
daily-english-0629	eng	They are not studying a new grammar rule this week.
daily-english-0630	eng	She is not studying a new grammar rule now.
daily-english-0631	eng	I am not reading a short article right now.
daily-english-0632	eng	You are not reading a short article at the moment.
daily-english-0633	eng	We are not reading a short article today.
daily-english-0634	eng	They are not reading a short article this week.
daily-english-0635	eng	She is not reading a short article now.
daily-english-0636	eng	I am not writing a diary entry right now.
daily-english-0637	eng	You are not writing a diary entry at the moment.
daily-english-0638	eng	We are not writing a diary entry today.
daily-english-0639	eng	They are not writing a diary entry this week.
daily-english-0640	eng	She is not writing a diary entry now.
daily-english-0641	eng	I am not listening to an English podcast right now.
daily-english-0642	eng	You are not listening to an English podcast at the moment.
daily-english-0643	eng	We are not listening to an English podcast today.
daily-english-0644	eng	They are not listening to an English podcast this week.
daily-english-0645	eng	She is not listening to an English podcast now.
daily-english-0646	eng	I am not practicing pronunciation right now.
daily-english-0647	eng	You are not practicing pronunciation at the moment.
daily-english-0648	eng	We are not practicing pronunciation today.
daily-english-0649	eng	They are not practicing pronunciation this week.
daily-english-0650	eng	She is not practicing pronunciation now.
daily-english-0651	eng	I am not reviewing the vocabulary list right now.
daily-english-0652	eng	You are not reviewing the vocabulary list at the moment.
daily-english-0653	eng	We are not reviewing the vocabulary list today.
daily-english-0654	eng	They are not reviewing the vocabulary list this week.
daily-english-0655	eng	She is not reviewing the vocabulary list now.
daily-english-0656	eng	I am not speaking with a language partner right now.
daily-english-0657	eng	You are not speaking with a language partner at the moment.
daily-english-0658	eng	We are not speaking with a language partner today.
daily-english-0659	eng	They are not speaking with a language partner this week.
daily-english-0660	eng	She is not speaking with a language partner now.
daily-english-0661	eng	I am not watching a pronunciation video right now.
daily-english-0662	eng	You are not watching a pronunciation video at the moment.
daily-english-0663	eng	We are not watching a pronunciation video today.
daily-english-0664	eng	They are not watching a pronunciation video this week.
daily-english-0665	eng	She is not watching a pronunciation video now.
daily-english-0666	eng	I am not taking notes right now.
daily-english-0667	eng	You are not taking notes at the moment.
daily-english-0668	eng	We are not taking notes today.
daily-english-0669	eng	They are not taking notes this week.
daily-english-0670	eng	She is not taking notes now.
daily-english-0671	eng	I am not making a study plan right now.
daily-english-0672	eng	You are not making a study plan at the moment.
daily-english-0673	eng	We are not making a study plan today.
daily-english-0674	eng	They are not making a study plan this week.
daily-english-0675	eng	She is not making a study plan now.
daily-english-0676	eng	I am not preparing dinner right now.
daily-english-0677	eng	You are not preparing dinner at the moment.
daily-english-0678	eng	We are not preparing dinner today.
daily-english-0679	eng	They are not preparing dinner this week.
daily-english-0680	eng	She is not preparing dinner now.
daily-english-0681	eng	Am I cooking a new recipe right now?
daily-english-0682	eng	Are you cooking a new recipe at the moment?
daily-english-0683	eng	Are we cooking a new recipe today?
daily-english-0684	eng	Are they cooking a new recipe this week?
daily-english-0685	eng	Is she cooking a new recipe now?
daily-english-0686	eng	Am I walking home right now?
daily-english-0687	eng	Are you walking home at the moment?
daily-english-0688	eng	Are we walking home today?
daily-english-0689	eng	Are they walking home this week?
daily-english-0690	eng	Is she walking home now?
daily-english-0691	eng	Am I driving to the office right now?
daily-english-0692	eng	Are you driving to the office at the moment?
daily-english-0693	eng	Are we driving to the office today?
daily-english-0694	eng	Are they driving to the office this week?
daily-english-0695	eng	Is she driving to the office now?
daily-english-0696	eng	Am I waiting for the bus right now?
daily-english-0697	eng	Are you waiting for the bus at the moment?
daily-english-0698	eng	Are we waiting for the bus today?
daily-english-0699	eng	Are they waiting for the bus this week?
daily-english-0700	eng	Is she waiting for the bus now?
daily-english-0701	eng	Am I talking to a friend right now?
daily-english-0702	eng	Are you talking to a friend at the moment?
daily-english-0703	eng	Are we talking to a friend today?
daily-english-0704	eng	Are they talking to a friend this week?
daily-english-0705	eng	Is she talking to a friend now?
daily-english-0706	eng	Am I cleaning the kitchen right now?
daily-english-0707	eng	Are you cleaning the kitchen at the moment?
daily-english-0708	eng	Are we cleaning the kitchen today?
daily-english-0709	eng	Are they cleaning the kitchen this week?
daily-english-0710	eng	Is she cleaning the kitchen now?
daily-english-0711	eng	Am I learning new expressions right now?
daily-english-0712	eng	Are you learning new expressions at the moment?
daily-english-0713	eng	Are we learning new expressions today?
daily-english-0714	eng	Are they learning new expressions this week?
daily-english-0715	eng	Is she learning new expressions now?
daily-english-0716	eng	Am I answering practice questions right now?
daily-english-0717	eng	Are you answering practice questions at the moment?
daily-english-0718	eng	Are we answering practice questions today?
daily-english-0719	eng	Are they answering practice questions this week?
daily-english-0720	eng	Is she answering practice questions now?
daily-english-0721	eng	Am I checking the lesson notes right now?
daily-english-0722	eng	Are you checking the lesson notes at the moment?
daily-english-0723	eng	Are we checking the lesson notes today?
daily-english-0724	eng	Are they checking the lesson notes this week?
daily-english-0725	eng	Is she checking the lesson notes now?
daily-english-0726	eng	Am I planning tomorrow's schedule right now?
daily-english-0727	eng	Are you planning tomorrow's schedule at the moment?
daily-english-0728	eng	Are we planning tomorrow's schedule today?
daily-english-0729	eng	Are they planning tomorrow's schedule this week?
daily-english-0730	eng	Is she planning tomorrow's schedule now?
daily-english-0731	eng	Am I using an online dictionary right now?
daily-english-0732	eng	Are you using an online dictionary at the moment?
daily-english-0733	eng	Are we using an online dictionary today?
daily-english-0734	eng	Are they using an online dictionary this week?
daily-english-0735	eng	Is she using an online dictionary now?
daily-english-0736	eng	Am I repeating the example sentence right now?
daily-english-0737	eng	Are you repeating the example sentence at the moment?
daily-english-0738	eng	Are we repeating the example sentence today?
daily-english-0739	eng	Are they repeating the example sentence this week?
daily-english-0740	eng	Is she repeating the example sentence now?
daily-english-0741	eng	I am working on an English exercise right this minute.
daily-english-0742	eng	You work on an English exercise on weekdays.
daily-english-0743	eng	We are working on an English exercise for now.
daily-english-0744	eng	They work on an English exercise every week.
daily-english-0745	eng	She is working on an English exercise at present.
daily-english-0746	eng	I am studying a new grammar rule right this minute.
daily-english-0747	eng	You study a new grammar rule on weekdays.
daily-english-0748	eng	We are studying a new grammar rule for now.
daily-english-0749	eng	They study a new grammar rule every week.
daily-english-0750	eng	She is studying a new grammar rule at present.
daily-english-0751	eng	I am reading a short article right this minute.
daily-english-0752	eng	You read a short article on weekdays.
daily-english-0753	eng	We are reading a short article for now.
daily-english-0754	eng	They read a short article every week.
daily-english-0755	eng	She is reading a short article at present.
daily-english-0756	eng	I am writing a diary entry right this minute.
daily-english-0757	eng	You write a diary entry on weekdays.
daily-english-0758	eng	We are writing a diary entry for now.
daily-english-0759	eng	They write a diary entry every week.
daily-english-0760	eng	She is writing a diary entry at present.
daily-english-0761	eng	I am listening to an English podcast right this minute.
daily-english-0762	eng	You listen to an English podcast on weekdays.
daily-english-0763	eng	We are listening to an English podcast for now.
daily-english-0764	eng	They listen to an English podcast every week.
daily-english-0765	eng	She is listening to an English podcast at present.
daily-english-0766	eng	I am practicing pronunciation right this minute.
daily-english-0767	eng	You practice pronunciation on weekdays.
daily-english-0768	eng	We are practicing pronunciation for now.
daily-english-0769	eng	They practice pronunciation every week.
daily-english-0770	eng	She is practicing pronunciation at present.
daily-english-0771	eng	I am reviewing the vocabulary list right this minute.
daily-english-0772	eng	You review the vocabulary list on weekdays.
daily-english-0773	eng	We are reviewing the vocabulary list for now.
daily-english-0774	eng	They review the vocabulary list every week.
daily-english-0775	eng	She is reviewing the vocabulary list at present.
daily-english-0776	eng	I am speaking with a language partner right this minute.
daily-english-0777	eng	You speak with a language partner on weekdays.
daily-english-0778	eng	We are speaking with a language partner for now.
daily-english-0779	eng	They speak with a language partner every week.
daily-english-0780	eng	She is speaking with a language partner at present.
daily-english-0781	eng	I am watching a pronunciation video right this minute.
daily-english-0782	eng	You watch a pronunciation video on weekdays.
daily-english-0783	eng	We are watching a pronunciation video for now.
daily-english-0784	eng	They watch a pronunciation video every week.
daily-english-0785	eng	She is watching a pronunciation video at present.
daily-english-0786	eng	I am taking notes right this minute.
daily-english-0787	eng	You take notes on weekdays.
daily-english-0788	eng	We are taking notes for now.
daily-english-0789	eng	They take notes every week.
daily-english-0790	eng	She is taking notes at present.
daily-english-0791	eng	I am making a study plan right this minute.
daily-english-0792	eng	You make a study plan on weekdays.
daily-english-0793	eng	We are making a study plan for now.
daily-english-0794	eng	They make a study plan every week.
daily-english-0795	eng	She is making a study plan at present.
daily-english-0796	eng	I am preparing dinner right this minute.
daily-english-0797	eng	You prepare dinner on weekdays.
daily-english-0798	eng	We are preparing dinner for now.
daily-english-0799	eng	They prepare dinner every week.
daily-english-0800	eng	She is preparing dinner at present.
